序号,代码,名称,最新价(元) 10:29,涨跌幅(%) 10:29,证券类型,涨跌幅(%) 2026.07.08,成交额(元) 2026.07.08,成交额(元) 10:29,申万行业分类,股票简称,东财行业总分类,概念,涨跌额(元) 10:29,最高价(元) 10:29,最低价(元) 10:29,换手率(%) 10:29,量比 10:29,成交量(股) 10:29,市盈率(动)(倍) 2026.07.10,市净率(倍) 2026.07.10,总市值(元) 2026.07.10,流通市值(元) 2026.07.10
40,002407,多氟多,43.36,-0.66,A股,-7.12,77.63亿,48.48亿,基础化工-化学制品-氟化工,多氟多,基础化工-化学制品-氟化工,钠离子电池、国产芯片、六氟磷酸锂、中盘股、昨日高振幅、化工原料、新能源车、第三代半导体、工业互联、标准普尔、深成500、存储芯片、东方财富热股、创投、昨日高换手、电池技术、固态电池、储能概念、核能核电、中芯概念、PVDF概念、独角兽、富时罗素、动力电池回收、题材股、中盘价值、数字孪生、融资融券、2025年报扭亏、深股通、中证500、硅能源、半导体概念、氟化工概念、新材料、锂电池概念、比亚迪概念、氢氟酸、股权激励、特斯拉概念,-0.290,45.69,42.99,10.11,2.14,1.09亿,34.38,6.0475,516.41亿,467.97亿
41,688126,沪硅产业,39.06,4.86,A股,-10.42,76.56亿,45.42亿,电子-半导体-半导体材料,沪硅产业,电子-半导体-半导体材料,国产芯片、融资融券、昨日高振幅、上证180_、贬值受益、国家大基金持股、沪股通、半导体概念、存储芯片、大盘股、东方财富热股、趋势股、HS300_、中芯概念、科技风格、半导体硅片、MSCI中国,1.810,40.35,37.80,4.07,2.36,1.16亿,-66.82,7.6710,1291.27亿,1110.41亿
42,002156,通富微电,75.68,4.86,A股,-3.81,75.30亿,83.12亿,电子-半导体-集成电路封测,通富微电,电子-半导体-集成电路封测,国产芯片、AIPC、昨日高振幅、贬值受益、国家大基金持股、第三代半导体、存储芯片、标准普尔、深成500、华为概念、最近多板、通信技术、东方财富热股、智能穿戴、消费电子概念、创投、大盘成长、CPO概念、毫米波概念、科技风格、富时罗素、2025年报预增、物联网、MSCI中国、华为海思、移动支付、融资融券、深股通、昨日首板、智能座舱、半导体概念、先进封装、大盘股、碳化硅、玻璃基板、比亚迪概念、海峡两岸、汽车芯片、长江三角、传感器、汽车电子、特斯拉概念,3.510,77.67,73.79,7.23,3.54,1.10亿,87.27,7.3938,1148.67亿,1148.56亿
43,688498,源杰科技,1759.92,0.80,A股,-5.72,72.83亿,41.05亿,电子-半导体-分立器件,源杰科技,电子-半导体-分立器件,国产芯片、光芯片、融资融券、5G概念、西部大开发、2025年报扭亏、光通信模块、上证380、中证500、沪股通、半导体概念、大盘股、华为概念、通信技术、数据中心、大盘成长、光纤概念、CPO概念、科技风格、汽车芯片、MSCI中国,13.910,1829.00,1731.04,1.87,2.05,229.50万,304.72,88.7373,2187.16亿,2158.91亿
44,000063,中兴通讯,42.69,5.85,A股,3.02,72.65亿,104.74亿,通信-通信设备-通信网络设备及器件,中兴通讯,通信-通信设备-通信网络设备及器件,国产芯片、屏下摄像、多模态AI、区块链、深证100R、乡村振兴、数字经济、抖音概念、深圳特区、深成500、AI智能体、AI芯片、交换机、东方财富热股、智能穿戴、腾讯概念、边缘计算、AI应用、国产操作系统、量子通信、中国AI 50、富时罗素、无线充电、物联网、机器人概念、低空经济、融资融券、液冷概念、超清视频、无人机、商业航天、ChatGPT概念、网络安全、数据中心、AI手机代工、卫星导航、光纤概念、星闪概念、汽车芯片、智能医疗、无线耳机、数据中心液冷、5G概念、东数西算、IPv6、昨日高振幅、通感一体化、证金持股、新能源车、元宇宙概念、DPU、车联网、水利建设、工业互联、标准普尔、通信技术、消费电子概念、HS300_、信创、百度概念、在线教育、DeepSeek概念、人工智能、科技风格、MSCI中国、AI手机、量子科技、卫星互联网、云计算、6G概念、AI眼镜、深股通、算力概念、虚拟现实、空管系统、智慧城市、大盘股、人形机器人、锂电池概念、比亚迪概念、海峡两岸、太赫兹、汽车电子,2.360,43.00,39.63,6.29,4.50,2.53亿,39.00,2.6660,2044.48亿,1721.41亿
45,301526,国际复材,39.94,2.81,A股,-7.79,72.06亿,51.67亿,建筑材料-玻璃玻纤-玻纤制造,国际复材,建筑材料-玻璃玻纤-玻纤制造,中盘股、5G概念、西部大开发、数字经济、工业互联、深成500、华为概念、通信技术、消费电子概念、央国企改革、PEEK材料概念、融资融券、2025年报扭亏、深股通、中盘成长、中证500、华为手机、绿色电力、电子布、特高压、PCB、光伏概念、一带一路、创业板综、风能、汽车电子,1.090,43.00,39.30,8.95,2.57,1.26亿,139.46,17.8151,1507.22亿,561.34亿
46,300476,胜宏科技,298.05,0.45,A股,-1.85,68.83亿,59.49亿,电子-元件-印制电路板,胜宏科技,电子-元件-印制电路板,国产芯片、5G概念、周期股、东数西算、深证100R、乡村振兴、AIPC、贬值受益、新能源车、深成500、小米概念、通信技术、HS300_、大盘成长、CPO概念、摩尔链、OLED、科技风格、富时罗素、富士康概念、2025年报预增、物联网、MSCI中国、机器人概念、AI手机、权重股、融资融券、行业龙头、深股通、虚拟现实、大盘股、PCB、数据中心、英伟达概念、光伏概念、人形机器人、海峡两岸、智能电网、创业板综、汽车电子、特斯拉概念,1.350,305.45,294.58,2.30,2.51,1986.36万,56.88,18.7147,2931.45亿,2580.70亿
47,600183,生益科技,157.74,0.22,A股,-3.52,67.36亿,56.06亿,电子-元件-印制电路板,生益科技,电子-元件-印制电路板,国产芯片、5G概念、周期股、昨日高振幅、上证180_、新能源车、光通信模块、存储芯片、标准普尔、华为概念、通信技术、东方财富热股、HS300_、大盘成长、2025三季报预增、毫米波概念、CPO概念、科技风格、富时罗素、2025年报预增、MSCI中国、融资融券、沪股通、商业航天、大盘股、先进封装、PCB、上证50_、先进封装材料、汽车电子、MiniLED,0.340,163.48,156.44,1.46,2.35,3494.03万,82.71,23.9714,3831.69亿,3777.09亿
48,002428,云南锗业,104.57,1.54,A股,-10.00,67.05亿,45.90亿,有色金属-小金属-其他小金属,云南锗业,有色金属-小金属-其他小金属,国产芯片、中盘股、西部大开发、昨日高振幅、光通信模块、第三代半导体、深成500、华为概念、通信技术、小金属概念、富时罗素、题材股、军工、稀缺资源、融资融券、深股通、中盘成长、2025年报预减、商业航天、金属回收、半导体概念、光伏概念、氟化工概念、卫星导航、光纤概念,1.590,106.60,100.80,6.76,2.65,4412.46万,1874.46,46.6845,682.84亿,682.75亿
49,300390,天华新能,68.75,-0.51,A股,-15.83,66.85亿,24.29亿,电力设备-电池-电池化学品,天华新能,电力设备-电池-电池化学品,国产芯片、中盘股、昨日高振幅、新能源车、深成500、存储芯片、宁德时代概念、先进制造风格、华为概念、东方财富热股、电池技术、固态电池、储能概念、中芯概念、2026一季报预增、独角兽、小金属概念、富时罗素、MSCI中国、中盘价值、医疗器械概念、融资融券、2026中报扭亏、深股通、2025年报预减、中证500、半导体概念、反内卷概念、硫化物、锂电池概念、创业板综、锂矿概念、富锂锰基,-0.350,70.60,67.50,5.22,2.04,3509.01万,14.74,4.6292,571.31亿,462.32亿
50,000988,华工科技,165.94,4.36,A股,-3.97,65.88亿,70.05亿,机械设备-自动化设备-激光设备,华工科技,机械设备-自动化设备-激光设备,国产芯片、全息技术、深证100R、乡村振兴、高压快充、3D打印、深成500、存储芯片、铜缆高速连接、宁德时代概念、新型工业化、AI智能体、东方财富热股、大盘成长、腾讯概念、农机、2026一季报预增、独角兽、量子通信、富时罗素、物联网、基因测序、阿里概念、机器人概念、数据要素、航空发动机、融资融券、华为汽车、F5G概念、商业航天、半导体概念、苹果概念、先进封装、PCB、华为系算力、玻璃基板、卫星导航、汽车热管理、湖北三资改革、湖北自贸、MiniLED、光芯片、专精特新、5G概念、工业母机、东数西算、昨日高振幅、光通信模块、新能源车、钙钛矿电池、第三代半导体、工业互联、标准普尔、柔性屏、先进制造风格、华为概念、通信技术、长安汽车概念、创投、HS300_、MicroLED、央国企改革、智能家居、百度概念、CPO概念、DeepSeek概念、MSCI中国、量子科技、大飞机、数字孪生、6G概念、移动支付、充电桩、深股通、智能座舱、智慧城市、大盘股、蓝宝石、IPO受益、氢能源、新材料、比亚迪概念、锂电池概念、6G元器件、高端装备、传感器、汽车电子、3D玻璃、特斯拉概念,6.940,168.98,162.88,4.19,3.24,4210.19万,65.32,14.5834,1668.13亿,1667.27亿
51,300418,昆仑万维,52.43,3.99,A股,7.51,65.52亿,49.13亿,传媒-游戏Ⅱ-游戏Ⅲ,昆仑万维,传媒-数字媒体-门户网站,国产芯片、中盘股、区块链、多模态AI、深证100R、贬值受益、抖音概念、短剧互动游戏、网络游戏、深成500、AI智能体、AI芯片、AI应用、独角兽、无人驾驶、AI制图、富时罗素、阿里概念、Sora概念、题材股、融资融券、行业龙头、AIGC概念、ChatGPT概念、Web3.0、股权激励、文娱消费、东数西算、元宇宙概念、华为概念、创投、HS300_、AI游戏、京津冀一体化、算力租赁、DeepSeek概念、在线教育、人工智能、手机游戏、AI语料、网红经济、MSCI中国、医疗器械概念、深股通、算力概念、虚拟现实、互联网服务、虚拟数字人、创业板综,2.010,53.53,47.80,8.31,3.04,9767.99万,-19.00,5.2618,674.26亿,616.69亿
52,000066,中国长城,20.19,1.56,A股,3.93,64.82亿,34.12亿,计算机-计算机设备-其他计算机设备,中国长城,计算机-计算机设备-其他计算机设备,国产芯片、钠离子电池、中盘股、区块链、海工装备、数字经济、AIPC、CPU、深圳特区、深成500、交换机、东方财富热股、国产操作系统、中国AI 50、中字头、富时罗素、互联医疗、华为鲲鹏、军工、题材股、融资融券、液冷概念、商业航天、网络安全、华为系算力、数据中心、卫星导航、智能电网、大数据、北斗导航、数据中心液冷、5G概念、东数西算、昨日高振幅、车联网、标准普尔、华为概念、军民融合、通信技术、电池技术、消费电子概念、信创、央国企改革、百度概念、DeepSeek概念、人工智能、MSCI中国、量子科技、数据安全、充电桩、深股通、智慧城市、参股券商、锂电池概念、中特估、汽车电子,0.310,20.34,19.15,5.38,2.66,1.74亿,-194.92,5.9635,651.93亿,651.88亿
53,002409,雅克科技,221.97,6.21,A股,2.25,63.57亿,51.45亿,电子-半导体-半导体材料,雅克科技,电子-半导体-半导体材料,国产芯片、专精特新、中盘股、海工装备、昨日高振幅、国家大基金持股、存储芯片、标准普尔、深成500、最近多板、东方财富热股、趋势股、中芯概念、高带宽内存、光刻机/胶、磷化工、OLED、科技风格、富时罗素、电子特气、天然气、MSCI中国、题材股、融资融券、深股通、昨日首板、中盘成长、中证500、半导体概念、特高压、先进封装、氟化工概念、工业气体,12.970,229.00,218.50,7.20,2.50,2294.41万,99.04,13.2839,1056.56亿,707.12亿
54,300666,江丰电子,371.92,2.04,A股,1.48,63.04亿,43.92亿,电子-半导体-半导体材料,江丰电子,电子-半导体-半导体材料,国产芯片、中盘股、共同富裕示范区、第三代半导体、存储芯片、深成500、华为概念、东方财富热股、趋势股、中芯概念、光刻机/胶、碳纤维、OLED、科技风格、富时罗素、融资融券、深股通、中盘成长、中证500、半导体概念、光伏概念、新材料、海峡两岸、创业板综、中韩自贸区,7.440,385.00,359.00,5.32,2.48,1177.32万,122.38,14.6958,1026.72亿,822.64亿
55,002050,三花智控,43.46,1.42,A股,-7.69,61.02亿,19.97亿,家用电器-家电零部件Ⅱ-家电零部件Ⅲ,三花智控,家用电器-家电零部件Ⅱ-家电零部件Ⅲ,深证100R、新能源车、燃料电池概念、标准普尔、深成500、宁德时代概念、小米概念、长安汽车概念、电池技术、HS300_、大盘成长、智能家居、DeepSeek概念、富时罗素、MSCI中国、机器人概念、融资融券、华为汽车、行业龙头、液冷概念、微通道水冷板、深股通、大盘股、数据中心、消费风格、人形机器人、空气能热泵、比亚迪概念、一带一路、股权激励、汽车热管理、机器人执行器、长江三角、冷链物流、特斯拉概念,0.610,43.98,42.85,1.25,1.00,4598.31万,49.31,5.8173,1829.64亿,1601.89亿
56,688766,普冉股份,730.11,-4.19,A股,-2.25,59.79亿,32.59亿,电子-半导体-数字芯片设计,普冉股份,电子-半导体-数字芯片设计,国产芯片、中盘股、融资融券、昨日高振幅、中盘成长、沪股通、半导体概念、存储芯片、华为概念、小米概念、智能穿戴、消费电子概念、智能家居、科技风格、汽车芯片、MCU芯片、物联网、无线耳机、汽车电子,-31.960,784.48,729.26,2.90,1.77,431.38万,108.09,40.2907,1085.70亿,1085.70亿
57,603259,药明康德,123.81,2.26,A股,-2.45,59.74亿,36.15亿,医药生物-医疗服务-医疗研发外包,药明康德,医药生物-医疗服务-医疗研发外包,CAR-T细胞疗法、CRO、创新医疗服务、宁组合、权重股、融资融券、行业龙头、上证180_、贬值受益、沪股通、标准普尔、大盘股、医药医疗风格、HS300_、上证50_、茅指数、独角兽、富时罗素、创新药、2025年报预增、MSCI中国,2.740,125.53,120.00,1.19,1.73,2934.33万,19.85,4.6455,3693.59亿,3061.67亿
58,000100,TCL科技,5.34,-0.37,A股,-4.18,59.24亿,37.20亿,电子-光学光电子-面板,TCL科技,电子-光学光电子-面板,屏下摄像、国产芯片、周期股、电子纸概念、深证100R、昨日高振幅、AIPC、证金持股、工业互联、标准普尔、深成500、柔性屏、AI芯片、华为概念、小米概念、东方财富热股、消费电子概念、HS300_、MicroLED、超级品牌、OLED、科技风格、富时罗素、2025年报预增、MSCI中国、融资融券、AI眼镜、显示技术、深股通、虚拟现实、绿色电力、硅能源、半导体概念、大盘股、PCB、光伏概念、比亚迪概念、参股银行、MiniLED,-0.020,5.49,5.30,3.42,1.94,6.89亿,17.87,1.8299,1112.85亿,1076.33亿
59,600172,黄河旋风,18.70,0.00,A股,-4.19,59.08亿,30.76亿,机械设备-通用设备-磨具磨料,黄河旋风,机械设备-通用设备-磨具磨料,题材股、培育钻石、融资融券、昨日高振幅、第三代半导体、沪股通、旅游概念、标准普尔、节能环保、小盘价值、东方财富热股、小盘股、昨日高换手、趋势股、新材料、超硬材料、央国企改革,0.000,19.80,18.33,12.68,2.09,1.62亿,-69.81,58.1378,269.54亿,238.53亿
60,002463,沪电股份,138.13,0.60,A股,-1.17,59.01亿,50.90亿,电子-元件-印制电路板,沪电股份,电子-元件-印制电路板,国产芯片、5G概念、周期股、深证100R、昨日高振幅、贬值受益、新能源车、标准普尔、深成500、华为概念、通信技术、污水处理、HS300_、大盘成长、2026一季报预增、毫米波概念、无人驾驶、科技风格、富时罗素、MSCI中国、融资融券、深股通、台资控股、大盘股、PCB、数据中心、海峡两岸、服务器PCB、汽车电子、通信PCB,0.830,141.89,136.07,1.90,2.13,3652.84万,53.50,16.7941,2658.12亿,2655.98亿
61,300059,东方财富,20.26,-1.60,A股,-0.79,58.66亿,34.32亿,非银金融-证券Ⅱ-证券Ⅲ,东方财富,非银金融-证券Ⅱ-证券Ⅲ,区块链、周期股、鸿蒙概念、深证100R、参股期货、证金持股、互联网保险、深成500、东方财富热股、HS300_、互联网金融、AI应用、DeepSeek概念、人工智能、富时罗素、金融地产风格、网红经济、MSCI中国、数据要素、权重股、融资融券、深股通、虚拟机器人、AIGC概念、券商概念、大盘股、互联网服务、国产软件、茅指数、创业板综、长江三角、大数据,-0.330,20.45,20.10,1.27,1.82,1.70亿,21.43,3.3985,3204.00亿,2704.04亿
62,688361,中科飞测,452.40,1.32,A股,14.41,56.33亿,24.66亿,电子-半导体-半导体设备,中科飞测,电子-半导体-半导体设备,国产芯片、专精特新、中盘股、融资融券、2025年报扭亏、国家大基金持股、中盘成长、上证380、中证500、沪股通、半导体概念、存储芯片、先进封装、趋势股、中芯概念、高带宽内存、科技风格、先进封装设备、MSCI中国,5.900,454.00,422.00,1.58,1.65,553.67万,-582.99,31.2440,1584.84亿,1584.84亿
63,688629,华丰科技,219.67,4.76,A股,3.30,54.68亿,34.08亿,国防军工-军工电子Ⅱ-军工电子Ⅲ,华丰科技,国防军工-军工电子Ⅱ-军工电子Ⅲ,中盘股、5G概念、西部大开发、高压快充、新能源车、光通信模块、铜缆高速连接、先进制造风格、华为概念、趋势股、腾讯概念、核能核电、央国企改革、CPO概念、MSCI中国、阿里概念、机器人概念、军工、融资融券、低空经济、2025年报扭亏、液冷概念、卫星通信、无人机、中盘成长、上证380、中证500、商业航天、沪股通、数据中心、卫星导航、比亚迪概念、高铁,9.990,228.16,212.22,3.36,2.31,1551.18万,244.65,35.5185,1028.62亿,1012.66亿
64,601899,紫金矿业,27.75,0.47,A股,-0.94,54.20亿,32.05亿,有色金属-工业金属-铜,紫金矿业,有色金属-工业金属-铜,周期股、上证180_、证金持股、贬值受益、金属钴、2026中报预增、黄金加工、标准普尔、黄金开采、东方财富热股、金属锌、HS300_、盐湖提锂、央国企改革、金属铅、小金属概念、富时罗素、2025年报预增、MSCI中国、黄金概念、金属铜、福建自贸区、权重股、稀缺资源、融资融券、行业龙头、沪股通、大盘股、氢能源、铜矿、上证50_、一带一路、锂电池概念、锂矿概念,0.130,28.01,27.08,0.57,1.47,1.16亿,9.19,3.8958,7381.58亿,5719.06亿
65,688120,华海清科,363.32,5.62,A股,6.88,53.03亿,40.04亿,电子-半导体-半导体设备,华海清科,电子-半导体-半导体设备,国产芯片、专精特新、融资融券、昨日高振幅、长江存储、上证380、中证500、第三代半导体、沪股通、半导体概念、存储芯片、大盘股、先进封装、东方财富热股、趋势股、大盘成长、长鑫存储、中芯概念、高带宽内存、MicroLED、央国企改革、科技风格、MSCI中国,19.320,374.85,340.01,2.25,2.36,1115.54万,181.75,23.7204,1797.95亿,1797.95亿
66,600276,恒瑞医药,56.68,1.92,A股,-2.44,52.73亿,35.57亿,医药生物-化学制药-化学制剂,恒瑞医药,医药生物-化学制药-化学制剂,上证180_、证金持股、标准普尔、医药医疗风格、创投、HS300_、大盘成长、仿制药一致性评价、医药电商、中药概念、眼科医疗、央视50_、辅助生殖、富时罗素、创新药、MSCI中国、细胞免疫治疗、权重股、医疗器械概念、融资融券、GLP-1制剂、沪股通、绿色电力、大盘股、上证50_、单抗概念、茅指数、股权激励、减肥药、智能医疗、PD-1,1.070,57.39,54.55,1.00,2.10,6355.06万,41.21,6.0334,3761.96亿,3615.62亿
67,300274,阳光电源,120.23,-3.05,A股,-2.38,51.90亿,43.72亿,电力设备-光伏设备-逆变器,阳光电源,电力设备-光伏设备-逆变器,周期股、深证100R、数字经济、新能源车、深成500、宁德时代概念、先进制造风格、HS300_、大盘成长、储能概念、富时罗素、MSCI中国、阿里概念、宁组合、权重股、融资融券、行业龙头、充电桩、深股通、虚拟电厂、储能变流器、大盘股、数据中心、光伏概念、氢能源、系统集成、茅指数、创业板综、光伏逆变器、风能,-3.780,123.80,118.52,2.29,2.76,3628.09万,27.20,5.2765,2492.62亿,1908.69亿
68,001248,华润新能,15.05,1.83,A股,-12.75,51.53亿,16.96亿,公用事业-电力-风力发电,华润新能源,公用事业-电力-风力发电,东方财富热股、光伏概念、融资融券、新能源发电、央国企改革、绿色电力、次新股、风能、新能源,0.270,15.28,14.60,10.68,1.34,1.14亿,30.27,1.7209,1957.33亿,159.89亿
69,600460,士兰微,47.68,-1.49,A股,-2.28,51.06亿,49.81亿,电子-半导体-分立器件,士兰微,电子-半导体-分立器件,国产芯片、LED概念、中盘股、共同富裕示范区、IGBT概念、昨日高振幅、国家大基金持股、新能源车、第三代半导体、氮化镓、标准普尔、小米概念、华为概念、东方财富热股、智能穿戴、消费电子概念、HS300_、OLED、科技风格、富时罗素、MCU芯片、2025年报预增、MSCI中国、题材股、融资融券、中盘成长、上证380、沪股通、半导体概念、碳化硅、先进封装、光伏概念、比亚迪概念、汽车芯片、长江三角、传感器、风能、汽车电子、MiniLED,-0.720,49.96,46.86,6.16,3.32,1.02亿,95.02,6.5079,793.76亿,793.76亿
70,301217,铜冠铜箔,139.59,-0.06,A股,-7.47,50.59亿,28.74亿,电力设备-电池-锂电池,铜冠铜箔,电力设备-电池-锂电池,中盘股、融资融券、5G概念、2025年报扭亏、深股通、深成500、PET铜箔、锂电铜箔、宁德时代概念、PCB、先进制造风格、电池技术、固态电池、储能概念、锂电池概念、比亚迪概念、央国企改革、创业板综、固态铜箔、PCB铜箔、安徽三资改革,-0.090,146.15,138.88,2.44,2.15,2018.67万,272.04,21.0363,1157.22亿,1157.22亿
71,600246,万通发展,20.63,-0.77,A股,4.84,50.35亿,20.01亿,房地产-房地产开发-住宅开发,万通发展,房地产-房地产开发-住宅开发,国产芯片、5G概念、低空经济、融资融券、昨日高振幅、数字经济、沪股通、商业航天、存储芯片、最近多板、通信技术、创投、小盘股、京津冀、京津冀一体化、卫星导航、毫米波概念、金融地产风格、小盘成长、卫星互联网、云计算,-0.160,21.31,20.12,5.11,1.97,9663.75万,-89.21,8.7706,400.64亿,389.80亿
72,600150,中国船舶,37.80,4.83,A股,-3.62,50.16亿,30.31亿,国防军工-航海装备Ⅱ-航海装备Ⅲ,中国船舶,国防军工-航海装备Ⅱ-航海装备Ⅲ,海工装备、上证180_、航运概念、先进制造风格、军民融合、HS300_、大盘成长、2025三季报预增、央国企改革、DeepSeek概念、中字头、2025年报预增、航母概念、MSCI中国、破增发价股、军工、船舶制造、融资融券、行业龙头、沪股通、商业航天、大盘股、IPO受益、上证50_、一带一路、中特估、海洋经济、高端装备、中船系、风能,1.740,37.88,35.73,1.09,2.37,8209.69万,14.72,1.9027,2845.44亿,2845.44亿
73,688702,盛科通信-U,427.47,1.30,A股,5.10,50.02亿,21.14亿,电子-半导体-数字芯片设计,盛科通信-U,电子-半导体-数字芯片设计,国产芯片、融资融券、5G概念、近期新高、国家大基金持股、上证380、中证500、工业互联、沪股通、半导体概念、大盘股、网络安全、数据中心、交换机、趋势股、大盘成长、历史新高 、百日新高 、中国AI 50、科技风格、MSCI中国,5.470,429.60,412.00,2.49,1.65,505.04万,-2568.69,78.3996,1749.76亿,866.31亿
74,688146,中船特气,334.00,-8.14,A股,4.75,50.00亿,33.33亿,电子-半导体-半导体材料,中船特气,电子-半导体-半导体材料,国产芯片、中盘股、融资融券、昨日高振幅、国家大基金持股、中盘成长、沪股通、半导体概念、氟化工概念、电池技术、趋势股、电解液添加剂、固态电池、中芯概念、工业气体、锂电池概念、光刻机/胶、央国企改革、科技风格、电子特气、中字头、中船系,-29.600,352.99,330.00,6.75,2.77,978.62万,436.44,30.6772,1768.24亿,484.20亿
75,600601,方正科技,14.20,2.31,A股,-9.52,49.91亿,17.42亿,电子-元件-印制电路板,方正科技,电子-元件-印制电路板,中盘股、5G概念、融资融券、东数西算、昨日高振幅、光通信模块、中盘成长、上证380、中证500、沪股通、网络游戏、智慧城市、PCB、华为概念、通信技术、央国企改革、CPO概念、2025年报预增、MSCI中国、长江三角,0.320,14.45,13.83,2.94,1.34,1.23亿,65.55,12.4471,607.30亿,592.60亿
76,688048,长光华芯,493.96,4.56,A股,0.73,49.52亿,41.24亿,电子-半导体-分立器件,长光华芯,电子-半导体-分立器件,国产芯片、光芯片、激光雷达、专精特新、中盘股、融资融券、2025年报扭亏、昨日高振幅、医美概念、光通信模块、中盘成长、第三代半导体、商业航天、沪股通、半导体概念、华为概念、数据中心、通信技术、可控核聚变、光纤概念、CPO概念、无人驾驶、汽车芯片、MSCI中国,21.520,506.70,472.00,4.77,2.61,841.01万,4852.03,28.8488,869.41亿,869.41亿
77,002008,大族激光,137.63,5.14,A股,-1.88,49.50亿,101.72亿,机械设备-自动化设备-激光设备,大族激光,机械设备-自动化设备-激光设备,国产芯片、火箭发射、钙钛矿设备、3D打印、深圳特区、深成500、存储芯片、新型工业化、宁德时代概念、东方财富热股、大盘成长、OLED、央视50_、富时罗素、物联网、机器人概念、MicroLED设备、融资融券、商业航天、半导体概念、苹果概念、先进封装、PCB、光伏概念、玻璃基板、光纤概念、先进封装材料、机器人执行器、MiniLED、工业母机、昨日高振幅、证金持股、新能源车、钙钛矿电池、第三代半导体、2026中报预增、标准普尔、先进制造风格、华为概念、TOPCON电池、小米概念、电池技术、消费电子概念、固态电池、巨量转移、MicroLED、光刻机/胶、混合现实、富士康概念、MSCI中国、AI眼镜、深股通、中证500、蓝箭航天、银河通用、大盘股、机器视觉、锂电池概念、HJT电池、比亚迪概念、3D打印设备、高端装备、先进封装设备、电池设备、减速器、TOPCon电池、特斯拉概念,6.730,139.90,127.00,7.92,6.29,7575.68万,99.96,6.9186,1415.70亿,1315.50亿
78,300821,东岳硅材,27.78,-8.41,A股,13.48,47.95亿,38.30亿,基础化工-化学制品-有机硅,东岳硅材,基础化工-化学制品-有机硅,题材股、融资融券、昨日高振幅、深股通、近期新高、燃料电池概念、硅橡胶、2026中报预增、硅能源、东方财富热股、小盘股、氢能源、电池技术、趋势股、新材料、2026一季报预增、百日新高 、有机硅概念、创业板综、富时罗素、有机硅单体,-2.550,30.49,27.70,11.03,3.13,1.32亿,42.97,6.5361,333.48亿,333.42亿
79,300136,信维通信,95.92,-3.80,A股,-3.77,46.94亿,32.37亿,电子-消费电子-消费电子零部件及组装,信维通信,电子-消费电子-消费电子零部件及组装,国产芯片、中盘股、贬值受益、深圳特区、深成500、东方财富热股、智能穿戴、央视50_、富时罗素、无线充电、MLCC、物联网、机器人概念、低空经济、融资融券、无人机、商业航天、苹果概念、智能音箱、被动元件概念、卫星导航、无线耳机、5G概念、昨日高振幅、电子烟、车联网、柔性屏、华为概念、通信技术、消费电子概念、越疆机器人、毫米波概念、混合现实、科技风格、富士康概念、MSCI中国、卫星互联网、6G概念、AI眼镜、深股通、卫星通信、虚拟现实、中证500、UWB概念、一带一路、海峡两岸、创业板综、WiFi6、WiFi、汽车电子、特斯拉概念,-3.790,100.02,95.33,4.01,2.23,3309.87万,221.23,11.6388,928.19亿,791.61亿
80,600703,三安光电,17.93,0.73,A股,-6.36,46.42亿,32.44亿,电子-光学光电子-LED,三安光电,电子-光学光电子-LED,国产芯片、LED概念、周期股、数字经济、国家大基金持股、氮化镓、东方财富热股、大盘成长、无人驾驶、富时罗素、融资融券、低空经济、华为汽车、太空光伏、商业航天、金属回收、半导体概念、碳化硅、苹果概念、先进封装、数据中心、光伏概念、卫星导航、汽车芯片、MiniLED、光芯片、5G概念、昨日高振幅、光通信模块、新能源车、第三代半导体、标准普尔、小米概念、通信技术、消费电子概念、巨量转移、MicroLED、CPO概念、荣耀概念、科技风格、MSCI中国、卫星互联网、福建自贸区、安防概念、宁组合、AI眼镜、充电桩、沪股通、大盘股、蓝宝石、MicroLED芯片、比亚迪概念、海峡两岸、植物照明,0.130,18.69,17.69,3.57,2.46,1.78亿,331.35,2.5631,894.53亿,894.53亿
81,002709,天赐材料,42.00,1.30,A股,-9.99,46.38亿,34.02亿,电力设备-电池-电池化学品,天赐材料,电力设备-电池-电池化学品,钠离子电池、六氟磷酸锂、周期股、深证100R、昨日高振幅、新能源车、2026中报预增、标准普尔、深成500、宁德时代概念、先进制造风格、东方财富热股、电池技术、HS300_、固态电池、富时罗素、2025年报预增、PEEK材料概念、MSCI中国、动力电池回收、融资融券、深股通、大盘股、氟化工概念、氢能源、硫化物、新材料、锂电池概念、比亚迪概念、有机硅概念、大盘价值、氢氟酸、特斯拉概念,0.540,44.34,41.77,5.25,3.06,7929.53万,12.94,4.6350,856.20亿,633.78亿
82,600105,永鼎股份,51.70,2.05,A股,-3.00,46.18亿,41.24亿,通信-通信设备-通信线缆及配套,永鼎股份,通信-通信设备-通信线缆及配套,国产芯片、光纤光缆、光芯片、专精特新、中盘股、5G概念、海工装备、东数西算、昨日高振幅、光通信模块、新能源车、工业互联、3D打印、2026中报预增、磁悬浮概念、标准普尔、华为概念、通信技术、东方财富热股、核能核电、CPO概念、科技风格、富时罗素、超导材料、2025年报预增、MSCI中国、数据安全、军工、融资融券、低空经济、华为汽车、中盘成长、中证500、沪股通、商业航天、网络安全、数据中心、超导概念、可控核聚变、一带一路、光纤概念、比亚迪概念、3D打印设备、长江三角、风能、参股银行、大数据,1.040,53.33,50.75,5.40,2.52,7893.42万,118.97,22.9305,755.85亿,755.85亿
