序号,代码,名称,最新价(元) 10:31,涨跌幅(%) 10:31,证券类型,涨跌幅(%) 2026.07.07,成交额(元) 2026.07.07,成交额(元) 10:31,申万行业分类,股票简称,东财行业总分类,概念,涨跌额(元) 10:31,最高价(元) 10:31,最低价(元) 10:31,换手率(%) 10:31,量比 10:31,成交量(股) 10:31,市盈率(动)(倍) 2026.07.10,市净率(倍) 2026.07.10,总市值(元) 2026.07.10,流通市值(元) 2026.07.10
40,000988,华工科技,165.29,3.96,A股,2.60,74.01亿,70.61亿,机械设备-自动化设备-激光设备,华工科技,机械设备-自动化设备-激光设备,国产芯片、全息技术、深证100R、乡村振兴、高压快充、3D打印、深成500、存储芯片、铜缆高速连接、宁德时代概念、新型工业化、AI智能体、东方财富热股、大盘成长、腾讯概念、农机、2026一季报预增、独角兽、量子通信、富时罗素、物联网、基因测序、阿里概念、机器人概念、数据要素、航空发动机、融资融券、华为汽车、F5G概念、商业航天、半导体概念、苹果概念、先进封装、PCB、华为系算力、玻璃基板、卫星导航、汽车热管理、湖北三资改革、湖北自贸、MiniLED、光芯片、专精特新、5G概念、工业母机、东数西算、昨日高振幅、光通信模块、新能源车、钙钛矿电池、第三代半导体、工业互联、标准普尔、柔性屏、先进制造风格、华为概念、通信技术、长安汽车概念、创投、HS300_、MicroLED、央国企改革、智能家居、百度概念、CPO概念、DeepSeek概念、MSCI中国、量子科技、大飞机、数字孪生、6G概念、移动支付、充电桩、深股通、智能座舱、智慧城市、大盘股、蓝宝石、IPO受益、氢能源、新材料、比亚迪概念、锂电池概念、6G元器件、高端装备、传感器、汽车电子、3D玻璃、特斯拉概念,6.290,168.98,162.88,4.22,3.17,4243.97万,65.08,14.5298,1662.00亿,1661.14亿
41,000977,浪潮信息,92.41,7.47,A股,1.94,73.59亿,141.91亿,计算机-计算机设备-其他计算机设备,浪潮信息,计算机-计算机设备-其他计算机设备,国资云概念、深证100R、数字经济、抖音概念、深成500、东方财富热股、趋势股、大盘成长、腾讯概念、CDU、边缘计算、中国AI 50、无人驾驶、国产操作系统、富时罗素、题材股、融资融券、液冷概念、腾讯系算力、AIGC概念、网络安全、数据中心、英伟达概念、大数据、数据中心液冷、东数西算、元宇宙概念、车联网、水利建设、2026中报预增、标准普尔、最近多板、HS300_、信创、算力租赁、央国企改革、百度概念、百日新高 、DeepSeek概念、人工智能、科技风格、MSCI中国、云计算、深股通、算力概念、近期新高、智慧城市、大盘股、国产软件、历史新高 ,6.420,94.38,90.36,10.51,5.17,1.54亿,56.09,6.1006,1357.02亿,1355.50亿
42,600183,生益科技,157.12,-0.18,A股,-2.27,73.18亿,56.42亿,电子-元件-印制电路板,生益科技,电子-元件-印制电路板,国产芯片、5G概念、周期股、昨日高振幅、上证180_、新能源车、光通信模块、存储芯片、标准普尔、华为概念、通信技术、东方财富热股、HS300_、大盘成长、2025三季报预增、毫米波概念、CPO概念、科技风格、富时罗素、2025年报预增、MSCI中国、融资融券、沪股通、商业航天、大盘股、先进封装、PCB、上证50_、先进封装材料、汽车电子、MiniLED,-0.280,163.48,156.44,1.47,2.29,3517.47万,82.38,23.8741,3816.15亿,3761.76亿
43,688347,华虹宏力,395.00,-1.37,A股,4.62,72.30亿,65.52亿,电子-半导体-集成电路制造,华虹宏力,电子-半导体-集成电路制造,题材股、国产芯片、融资融券、昨日高振幅、近期新高、国家大基金持股、上证380、中证500、沪股通、半导体概念、存储芯片、大盘股、趋势股、消费电子概念、大盘成长、历史新高 、央国企改革、百日新高 、科技风格、MSCI中国、沪企改革,-5.500,407.98,375.00,4.12,2.51,1680.22万,1229.56,15.1697,6864.02亿,1610.61亿
44,002428,云南锗业,104.33,1.31,A股,4.45,71.22亿,46.04亿,有色金属-小金属-其他小金属,云南锗业,有色金属-小金属-其他小金属,国产芯片、中盘股、西部大开发、昨日高振幅、光通信模块、第三代半导体、深成500、华为概念、通信技术、小金属概念、富时罗素、题材股、军工、稀缺资源、融资融券、深股通、中盘成长、2025年报预减、商业航天、金属回收、半导体概念、光伏概念、氟化工概念、卫星导航、光纤概念,1.350,106.60,100.80,6.78,2.57,4425.42万,1870.52,46.5862,681.40亿,681.31亿
45,688521,芯原股份,316.02,-3.82,A股,1.96,69.12亿,45.90亿,电子-半导体-数字芯片设计,芯原股份,电子-半导体-数字芯片设计,国产芯片、东数西算、上证180_、国家大基金持股、GPU、AI芯片、HS300_、大盘成长、腾讯概念、人工智能、无人驾驶、科技风格、MCU芯片、物联网、MSCI中国、阿里概念、AI手机、上海自贸、融资融券、AI眼镜、数字货币、虚拟现实、沪股通、ASIC芯片、半导体概念、先进封装、大盘股、智能音箱、汽车芯片,-12.540,326.89,312.50,2.73,2.41,1435.29万,-121.90,52.8121,1662.00亿,1662.00亿
46,600172,黄河旋风,18.62,-0.43,A股,-1.02,68.61亿,30.91亿,机械设备-通用设备-磨具磨料,黄河旋风,机械设备-通用设备-磨具磨料,题材股、培育钻石、融资融券、昨日高振幅、第三代半导体、沪股通、旅游概念、标准普尔、节能环保、小盘价值、东方财富热股、小盘股、昨日高换手、趋势股、新材料、超硬材料、央国企改革,-0.080,19.80,18.33,12.74,2.03,1.63亿,-69.55,57.9200,268.53亿,237.64亿
47,600105,永鼎股份,51.52,1.70,A股,-2.00,68.09亿,41.51亿,通信-通信设备-通信线缆及配套,永鼎股份,通信-通信设备-通信线缆及配套,国产芯片、光纤光缆、光芯片、专精特新、中盘股、5G概念、海工装备、东数西算、昨日高振幅、光通信模块、新能源车、工业互联、3D打印、2026中报预增、磁悬浮概念、标准普尔、华为概念、通信技术、东方财富热股、核能核电、CPO概念、科技风格、富时罗素、超导材料、2025年报预增、MSCI中国、数据安全、军工、融资融券、低空经济、华为汽车、中盘成长、中证500、沪股通、商业航天、网络安全、数据中心、超导概念、可控核聚变、一带一路、光纤概念、比亚迪概念、3D打印设备、长江三角、风能、参股银行、大数据,0.860,53.33,50.75,5.43,2.45,7945.87万,118.56,22.8506,753.22亿,753.22亿
48,688126,沪硅产业,38.70,3.89,A股,4.83,67.62亿,45.74亿,电子-半导体-半导体材料,沪硅产业,电子-半导体-半导体材料,国产芯片、融资融券、昨日高振幅、上证180_、贬值受益、国家大基金持股、沪股通、半导体概念、存储芯片、大盘股、东方财富热股、趋势股、HS300_、中芯概念、科技风格、半导体硅片、MSCI中国,1.450,40.35,37.80,4.10,2.30,1.17亿,-66.19,7.5984,1279.04亿,1099.89亿
49,688766,普冉股份,726.63,-4.65,A股,-6.58,67.35亿,33.21亿,电子-半导体-数字芯片设计,普冉股份,电子-半导体-数字芯片设计,国产芯片、中盘股、融资融券、昨日高振幅、中盘成长、沪股通、半导体概念、存储芯片、华为概念、小米概念、智能穿戴、消费电子概念、智能家居、科技风格、汽车芯片、MCU芯片、物联网、无线耳机、汽车电子,-35.440,784.48,726.62,2.96,1.75,439.85万,107.63,40.1186,1081.06亿,1081.06亿
50,300285,国瓷材料,78.94,-2.30,A股,-0.62,66.68亿,46.73亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,国瓷材料,电子-电子化学品Ⅱ-电子化学品Ⅲ,国产芯片、中盘股、5G概念、新能源车、3D打印、深成500、节能环保、宁德时代概念、电池技术、消费电子概念、固态电池、CPO概念、科技风格、富时罗素、牙科医疗、MLCC、融资融券、深股通、中盘成长、中证500、商业航天、蓝宝石、被动元件概念、氢能源、新材料、卫星导航、比亚迪概念、锂电池概念、创业板综,-1.860,84.82,78.50,6.69,2.27,5708.04万,138.31,11.0684,787.07亿,673.89亿
51,002050,三花智控,43.52,1.56,A股,-1.39,64.77亿,20.36亿,家用电器-家电零部件Ⅱ-家电零部件Ⅲ,三花智控,家用电器-家电零部件Ⅱ-家电零部件Ⅲ,深证100R、新能源车、燃料电池概念、标准普尔、深成500、宁德时代概念、小米概念、长安汽车概念、电池技术、HS300_、大盘成长、智能家居、DeepSeek概念、富时罗素、MSCI中国、机器人概念、融资融券、华为汽车、行业龙头、液冷概念、微通道水冷板、深股通、大盘股、数据中心、消费风格、人形机器人、空气能热泵、比亚迪概念、一带一路、股权激励、汽车热管理、机器人执行器、长江三角、冷链物流、特斯拉概念,0.670,43.98,42.85,1.27,0.99,4689.47万,49.36,5.8226,1831.33亿,1603.36亿
52,000100,TCL科技,5.33,-0.56,A股,1.35,64.44亿,37.45亿,电子-光学光电子-面板,TCL科技,电子-光学光电子-面板,屏下摄像、国产芯片、周期股、电子纸概念、深证100R、昨日高振幅、AIPC、证金持股、工业互联、标准普尔、深成500、柔性屏、AI芯片、华为概念、小米概念、东方财富热股、消费电子概念、HS300_、MicroLED、超级品牌、OLED、科技风格、富时罗素、2025年报预增、MSCI中国、融资融券、AI眼镜、显示技术、深股通、虚拟现实、绿色电力、硅能源、半导体概念、大盘股、PCB、光伏概念、比亚迪概念、参股银行、MiniLED,-0.030,5.49,5.30,3.45,1.89,6.93亿,17.81,1.8231,1108.69亿,1072.31亿
53,301526,国际复材,39.83,2.52,A股,-0.89,64.06亿,52.15亿,建筑材料-玻璃玻纤-玻纤制造,国际复材,建筑材料-玻璃玻纤-玻纤制造,中盘股、5G概念、西部大开发、数字经济、工业互联、深成500、华为概念、通信技术、消费电子概念、央国企改革、PEEK材料概念、融资融券、2025年报扭亏、深股通、中盘成长、中证500、华为手机、绿色电力、电子布、特高压、PCB、光伏概念、一带一路、创业板综、风能、汽车电子,0.980,43.00,39.30,9.04,2.51,1.27亿,138.97,17.7527,1501.94亿,559.37亿
54,300433,蓝思科技,45.59,-2.44,A股,1.05,63.77亿,29.41亿,电子-消费电子-消费电子零部件及组装,蓝思科技,电子-消费电子-消费电子零部件及组装,深证100R、AIPC、贬值受益、3D打印、深成500、宁德时代概念、新型工业化、智能穿戴、太空算力、蚂蚁概念、OLED、富时罗素、机器人概念、融资融券、人脑工程、光伏玻璃、液冷概念、太空光伏、商业航天、苹果概念、先进封装、光伏概念、玻璃基板、光纤概念、无线耳机、电子烟、元宇宙概念、新能源车、灵巧手、工业互联、柔性屏、华为概念、小米概念、TOPCON电池、消费电子概念、HS300_、AI手机结构件、越疆机器人、智能家居、荣耀概念、混合现实、科技风格、MSCI中国、AI手机、AI眼镜、充电桩、深股通、虚拟现实、智能座舱、大盘股、蓝宝石、新材料、人形机器人、小米汽车、比亚迪概念、创业板综、减速器、智能物流、传感器、汽车电子、3D玻璃、特斯拉概念,-1.140,47.12,45.22,1.28,1.69,6379.53万,-402.17,4.5942,2406.58亿,2265.69亿
55,300390,天华新能,68.80,-0.43,A股,5.66,63.73亿,24.64亿,电力设备-电池-电池化学品,天华新能,电力设备-电池-电池化学品,国产芯片、中盘股、昨日高振幅、新能源车、深成500、存储芯片、宁德时代概念、先进制造风格、华为概念、东方财富热股、电池技术、固态电池、储能概念、中芯概念、2026一季报预增、独角兽、小金属概念、富时罗素、MSCI中国、中盘价值、医疗器械概念、融资融券、2026中报扭亏、深股通、2025年报预减、中证500、半导体概念、反内卷概念、硫化物、锂电池概念、创业板综、锂矿概念、富锂锰基,-0.300,70.60,67.50,5.29,2.00,3559.20万,14.75,4.6312,571.56亿,462.52亿
56,601899,紫金矿业,27.77,0.54,A股,-2.33,61.98亿,32.32亿,有色金属-工业金属-铜,紫金矿业,有色金属-工业金属-铜,周期股、上证180_、证金持股、贬值受益、金属钴、2026中报预增、黄金加工、标准普尔、黄金开采、东方财富热股、金属锌、HS300_、盐湖提锂、央国企改革、金属铅、小金属概念、富时罗素、2025年报预增、MSCI中国、黄金概念、金属铜、福建自贸区、权重股、稀缺资源、融资融券、行业龙头、沪股通、大盘股、氢能源、铜矿、上证50_、一带一路、锂电池概念、锂矿概念,0.150,28.01,27.08,0.57,1.44,1.17亿,9.19,3.8972,7384.24亿,5721.12亿
57,300604,长川科技,390.60,4.44,A股,0.11,61.51亿,72.55亿,电子-半导体-半导体设备,长川科技,电子-半导体-半导体设备,国产芯片、专精特新、两岸合作、昨日高振幅、国家大基金持股、2026中报预增、存储芯片、深成500、东方财富热股、趋势股、大盘成长、2025三季报预增、百日新高 、科技风格、2025年报预增、MSCI中国、题材股、融资融券、深股通、近期新高、中证500、半导体概念、大盘股、历史新高 、海峡两岸、创业板综,16.600,395.00,373.50,3.85,2.40,1886.22万,175.73,49.2680,2478.04亿,1911.88亿
58,601138,工业富联,68.77,-1.09,A股,0.30,61.17亿,80.33亿,电子-消费电子-消费电子零部件及组装,工业富联,电子-消费电子-消费电子零部件及组装,国产芯片、数据中心液冷、区块链、5G概念、两岸合作、东数西算、昨日高振幅、上证180_、新能源车、车联网、工业互联、2026中报预增、标准普尔、深圳特区、新型工业化、东方财富热股、创投、HS300_、UQD连接器、算力租赁、CPO概念、独角兽、人工智能、科技风格、富时罗素、富士康概念、2025年报预增、物联网、MSCI中国、阿里概念、机器人概念、云计算、权重股、融资融券、医疗器械概念、行业龙头、液冷概念、算力概念、虚拟现实、沪股通、智慧城市、大盘股、苹果概念、数据中心、英伟达概念、海峡两岸、大数据,-0.760,71.00,68.01,0.58,3.18,1.16亿,32.20,7.7443,1.36万亿,1.36万亿
59,600276,恒瑞医药,56.85,2.23,A股,-2.48,59.89亿,36.04亿,医药生物-化学制药-化学制剂,恒瑞医药,医药生物-化学制药-化学制剂,上证180_、证金持股、标准普尔、医药医疗风格、创投、HS300_、大盘成长、仿制药一致性评价、医药电商、中药概念、眼科医疗、央视50_、辅助生殖、富时罗素、创新药、MSCI中国、细胞免疫治疗、权重股、医疗器械概念、融资融券、GLP-1制剂、沪股通、绿色电力、大盘股、上证50_、单抗概念、茅指数、股权激励、减肥药、智能医疗、PD-1,1.240,57.39,54.55,1.01,2.06,6437.19万,41.32,6.0505,3772.58亿,3625.83亿
60,000657,中钨高新,77.30,1.72,A股,-4.50,58.76亿,34.17亿,有色金属-小金属-钨,中钨高新,有色金属-小金属-钨,周期股、工业母机、深证100R、乡村振兴、昨日高振幅、海南自贸、金属钴、雅下水电概念、深成500、创投、HS300_、2026一季报预增、央国企改革、DeepSeek概念、小金属概念、富时罗素、中字头、MSCI中国、军工、金属铜、医疗器械概念、融资融券、深股通、养老金、金属回收、大盘股、PCB、光伏概念、新材料、可控核聚变、金属钨、高端装备、盾构机,1.310,80.11,75.33,3.02,2.07,4387.33万,47.81,17.3362,1761.36亿,1123.11亿
61,600703,三安光电,17.88,0.45,A股,2.48,57.48亿,32.64亿,电子-光学光电子-LED,三安光电,电子-光学光电子-LED,国产芯片、LED概念、周期股、数字经济、国家大基金持股、氮化镓、东方财富热股、大盘成长、无人驾驶、富时罗素、融资融券、低空经济、华为汽车、太空光伏、商业航天、金属回收、半导体概念、碳化硅、苹果概念、先进封装、数据中心、光伏概念、卫星导航、汽车芯片、MiniLED、光芯片、5G概念、昨日高振幅、光通信模块、新能源车、第三代半导体、标准普尔、小米概念、通信技术、消费电子概念、巨量转移、MicroLED、CPO概念、荣耀概念、科技风格、MSCI中国、卫星互联网、福建自贸区、安防概念、宁组合、AI眼镜、充电桩、沪股通、大盘股、蓝宝石、MicroLED芯片、比亚迪概念、海峡两岸、植物照明,0.080,18.69,17.69,3.59,2.40,1.79亿,330.24,2.5545,891.54亿,891.54亿
62,300274,阳光电源,120.28,-3.01,A股,-0.51,56.87亿,43.98亿,电力设备-光伏设备-逆变器,阳光电源,电力设备-光伏设备-逆变器,周期股、深证100R、数字经济、新能源车、深成500、宁德时代概念、先进制造风格、HS300_、大盘成长、储能概念、富时罗素、MSCI中国、阿里概念、宁组合、权重股、融资融券、行业龙头、充电桩、深股通、虚拟电厂、储能变流器、大盘股、数据中心、光伏概念、氢能源、系统集成、茅指数、创业板综、光伏逆变器、风能,-3.730,123.80,118.52,2.30,2.69,3649.83万,27.21,5.2787,2493.66亿,1909.48亿
63,603019,中科曙光,112.43,8.12,A股,-1.12,56.80亿,94.53亿,计算机-计算机设备-其他计算机设备,中科曙光,计算机-计算机设备-其他计算机设备,国产芯片、区块链、数字经济、上证180_、抖音概念、冷却液、新型工业化、AI智能体、东方财富热股、大盘成长、腾讯概念、边缘计算、独角兽、国产操作系统、中国AI 50、量子通信、中字头、富时罗素、题材股、融资融券、液冷概念、网络安全、数据中心、Web3.0、智能电网、智能医疗、大数据、数据中心液冷、东数西算、昨日高振幅、工业互联、标准普尔、创投、HS300_、信创、VPN、算力租赁、百度概念、央国企改革、DeepSeek概念、人工智能、科技风格、MSCI中国、量子科技、云计算、数据安全、数字孪生、雄安新区、算力概念、沪股通、智慧城市、大盘股、上证50_、一带一路、中特估、智谱AI,8.440,113.00,102.70,5.99,3.64,8757.18万,180.49,7.4772,1644.98亿,1644.91亿
64,688820,盛合晶微,208.55,-1.13,A股,5.18,56.27亿,43.29亿,电子-半导体-集成电路封测,盛合晶微,电子-半导体-集成电路制造,昨日高换手、国产芯片、融资融券、昨日高振幅、注册制次新股、半导体概念、次新股、存储芯片、先进封装,-2.390,219.00,207.00,11.70,2.90,2022.44万,507.61,20.1904,3884.82亿,360.59亿
65,002409,雅克科技,221.00,5.74,A股,-0.34,54.49亿,51.85亿,电子-半导体-半导体材料,雅克科技,电子-半导体-半导体材料,国产芯片、专精特新、中盘股、海工装备、昨日高振幅、国家大基金持股、存储芯片、标准普尔、深成500、最近多板、东方财富热股、趋势股、中芯概念、高带宽内存、光刻机/胶、磷化工、OLED、科技风格、富时罗素、电子特气、天然气、MSCI中国、题材股、融资融券、深股通、昨日首板、中盘成长、中证500、半导体概念、特高压、先进封装、氟化工概念、工业气体,12.000,229.00,218.50,7.26,2.43,2312.35万,98.60,13.2241,1051.80亿,703.94亿
66,601869,长飞光纤,441.27,0.00,A股,-2.89,54.28亿,50.03亿,通信-通信设备-通信线缆及配套,长飞光纤,通信-通信设备-通信线缆及配套,国产芯片、光纤光缆、专精特新、5G概念、海工装备、东数西算、昨日高振幅、光通信模块、抖音概念、新能源车、工业互联、第三代半导体、标准普尔、铜缆高速连接、通信技术、东方财富热股、创投、空芯光纤、CPO概念、量子通信、科技风格、富时罗素、MSCI中国、量子科技、机器人概念、融资融券、超清视频、上证380、中证500、沪股通、特高压、大盘股、碳化硅、数据中心、人形机器人、光纤概念、一带一路、智能电网、太赫兹、风能,0.010,466.98,440.51,2.72,3.28,1104.30万,184.46,25.6697,3653.30亿,1793.05亿
67,600030,中信证券,28.44,-0.84,A股,-2.67,54.22亿,19.81亿,非银金融-证券Ⅱ-证券Ⅲ,中信证券,非银金融-证券Ⅱ-证券Ⅲ,权重股、周期股、融资融券、行业龙头、参股期货、上证180_、证金持股、沪股通、券商概念、标准普尔、深圳特区、大盘股、华为概念、趋势股、HS300_、上证50_、互联网金融、科创板做市商、富时罗素、金融地产风格、MSCI中国、参股银行,-0.240,28.61,28.25,0.57,1.39,6973.49万,10.31,1.4767,4214.96亿,3463.01亿
68,002558,巨人网络,29.10,2.75,A股,6.01,53.75亿,20.14亿,传媒-游戏Ⅱ-游戏Ⅲ,巨人网络,传媒-游戏Ⅱ-游戏Ⅲ,鸿蒙概念、西部大开发、昨日高振幅、元宇宙概念、2026中报预增、参股保险、网络游戏、通义千问、标准普尔、深成500、AI智能体、华为概念、创投、HS300_、腾讯概念、互联网金融、AI游戏、2026一季报预增、AI应用、百度概念、DeepSeek概念、人工智能、蚂蚁概念、科技风格、手机游戏、MSCI中国、阿里概念、云游戏、融资融券、深股通、虚拟现实、AIGC概念、养老金、旅游概念、ChatGPT概念、大盘股、电子竞技、AI编程、虚拟数字人、语音技术、文娱消费,0.780,29.36,27.40,3.75,2.23,7119.36万,12.80,3.4662,553.06亿,553.06亿
69,001248,华润新能,15.01,1.56,A股,0.76,53.53亿,17.16亿,公用事业-电力-风力发电,华润新能源,公用事业-电力-风力发电,东方财富热股、光伏概念、融资融券、新能源发电、央国企改革、绿色电力、次新股、风能、新能源,0.230,15.28,14.60,10.81,1.31,1.15亿,30.19,1.7163,1952.13亿,159.47亿
70,002484,江海股份,91.63,1.20,A股,-8.17,52.62亿,20.15亿,电子-元件-被动元件,江海股份,电子-元件-被动元件,军工、中盘股、5G概念、融资融券、东数西算、昨日高振幅、深股通、新能源车、中盘成长、深成500、华为概念、被动元件概念、通信技术、人形机器人、可控核聚变、ETC、央国企改革、石墨烯、超级电容、科技风格、电源电缆、富时罗素、机器人概念,1.090,96.30,90.23,2.64,1.87,2162.30万,120.26,12.5564,779.34亿,751.80亿
71,002636,金安国纪,103.32,3.78,A股,3.35,52.23亿,26.20亿,电子-元件-印制电路板,金安国纪,电子-元件-印制电路板,医疗器械概念、融资融券、昨日高振幅、深股通、电子布、标准普尔、PCB、小盘股、消毒剂、科技风格、富时罗素、2025年报预增、小盘成长,3.760,109.51,100.57,3.46,1.92,2506.32万,93.16,20.2033,752.17亿,748.36亿
72,600460,士兰微,47.30,-2.27,A股,1.44,51.26亿,50.11亿,电子-半导体-分立器件,士兰微,电子-半导体-分立器件,国产芯片、LED概念、中盘股、共同富裕示范区、IGBT概念、昨日高振幅、国家大基金持股、新能源车、第三代半导体、氮化镓、标准普尔、小米概念、华为概念、东方财富热股、智能穿戴、消费电子概念、HS300_、OLED、科技风格、富时罗素、MCU芯片、2025年报预增、MSCI中国、题材股、融资融券、中盘成长、上证380、沪股通、半导体概念、碳化硅、先进封装、光伏概念、比亚迪概念、汽车芯片、长江三角、传感器、风能、汽车电子、MiniLED,-1.100,49.96,46.86,6.19,3.23,1.03亿,94.23,6.4533,787.11亿,787.11亿
73,002008,大族激光,138.33,5.68,A股,-0.47,50.52亿,103.77亿,机械设备-自动化设备-激光设备,大族激光,机械设备-自动化设备-激光设备,国产芯片、火箭发射、钙钛矿设备、3D打印、深圳特区、深成500、存储芯片、新型工业化、宁德时代概念、东方财富热股、大盘成长、OLED、央视50_、富时罗素、物联网、机器人概念、MicroLED设备、融资融券、商业航天、半导体概念、苹果概念、先进封装、PCB、光伏概念、玻璃基板、光纤概念、先进封装材料、机器人执行器、MiniLED、工业母机、昨日高振幅、证金持股、新能源车、钙钛矿电池、第三代半导体、2026中报预增、标准普尔、先进制造风格、华为概念、TOPCON电池、小米概念、电池技术、消费电子概念、固态电池、巨量转移、MicroLED、光刻机/胶、混合现实、富士康概念、MSCI中国、AI眼镜、深股通、中证500、蓝箭航天、银河通用、大盘股、机器视觉、锂电池概念、HJT电池、比亚迪概念、3D打印设备、高端装备、先进封装设备、电池设备、减速器、TOPCon电池、特斯拉概念,7.430,139.90,127.00,8.07,6.21,7723.76万,100.56,6.9603,1424.25亿,1323.44亿
74,000066,中国长城,20.31,2.16,A股,-1.28,50.31亿,34.95亿,计算机-计算机设备-其他计算机设备,中国长城,计算机-计算机设备-其他计算机设备,国产芯片、钠离子电池、中盘股、区块链、海工装备、数字经济、AIPC、CPU、深圳特区、深成500、交换机、东方财富热股、国产操作系统、中国AI 50、中字头、富时罗素、互联医疗、华为鲲鹏、军工、题材股、融资融券、液冷概念、商业航天、网络安全、华为系算力、数据中心、卫星导航、智能电网、大数据、北斗导航、数据中心液冷、5G概念、东数西算、昨日高振幅、车联网、标准普尔、华为概念、军民融合、通信技术、电池技术、消费电子概念、信创、央国企改革、百度概念、DeepSeek概念、人工智能、MSCI中国、量子科技、数据安全、充电桩、深股通、智慧城市、参股券商、锂电池概念、中特估、汽车电子,0.430,20.34,19.15,5.51,2.63,1.78亿,-195.88,5.9930,655.16亿,655.11亿
75,688048,长光华芯,492.00,4.14,A股,-3.41,50.19亿,41.43亿,电子-半导体-分立器件,长光华芯,电子-半导体-分立器件,国产芯片、光芯片、激光雷达、专精特新、中盘股、融资融券、2025年报扭亏、昨日高振幅、医美概念、光通信模块、中盘成长、第三代半导体、商业航天、沪股通、半导体概念、华为概念、数据中心、通信技术、可控核聚变、光纤概念、CPO概念、无人驾驶、汽车芯片、MSCI中国,19.560,506.70,472.00,4.79,2.54,844.77万,4840.22,28.7786,867.30亿,867.30亿
76,300418,昆仑万维,52.60,4.32,A股,3.62,49.97亿,49.56亿,传媒-游戏Ⅱ-游戏Ⅲ,昆仑万维,传媒-数字媒体-门户网站,国产芯片、中盘股、区块链、多模态AI、深证100R、贬值受益、抖音概念、短剧互动游戏、网络游戏、深成500、AI智能体、AI芯片、AI应用、独角兽、无人驾驶、AI制图、富时罗素、阿里概念、Sora概念、题材股、融资融券、行业龙头、AIGC概念、ChatGPT概念、Web3.0、股权激励、文娱消费、东数西算、元宇宙概念、华为概念、创投、HS300_、AI游戏、京津冀一体化、算力租赁、DeepSeek概念、在线教育、人工智能、手机游戏、AI语料、网红经济、MSCI中国、医疗器械概念、深股通、算力概念、虚拟现实、互联网服务、虚拟数字人、创业板综,2.180,53.53,47.80,8.38,2.97,9849.26万,-19.05,5.2748,675.93亿,618.22亿
77,600601,方正科技,14.12,1.73,A股,-1.93,49.69亿,17.52亿,电子-元件-印制电路板,方正科技,电子-元件-印制电路板,中盘股、5G概念、融资融券、东数西算、昨日高振幅、光通信模块、中盘成长、上证380、中证500、沪股通、网络游戏、智慧城市、PCB、华为概念、通信技术、央国企改革、CPO概念、2025年报预增、MSCI中国、长江三角,0.240,14.45,13.83,2.96,1.30,1.23亿,65.13,12.3683,603.45亿,588.85亿
78,300503,昊志机电,91.05,0.54,A股,-10.31,49.69亿,11.19亿,机械设备-通用设备-其他通用设备,昊志机电,机械设备-通用设备-其他通用设备,国产芯片、专精特新、工业母机、两岸合作、燃料电池概念、新能源车、新型工业化、电池技术、人工智能、富士康概念、2025年报预增、MLCC、机器人概念、融资融券、深股通、蓝箭航天、商业航天、半导体概念、PCB、小盘股、氢能源、光伏概念、人形机器人、比亚迪概念、海峡两岸、创业板综、高端装备、减速器、机器人执行器、传感器、3D玻璃,0.490,94.16,89.36,5.05,1.11,1216.76万,77.16,19.4492,280.64亿,219.41亿
79,603893,瑞芯微,223.69,7.88,A股,8.28,49.67亿,36.50亿,电子-半导体-数字芯片设计,瑞芯微,电子-半导体-数字芯片设计,国产芯片、专精特新、昨日高振幅、上证180_、国家大基金持股、2026中报预增、AI芯片、华为概念、小米概念、趋势股、智能穿戴、消费电子概念、HS300_、大盘成长、2025三季报预增、腾讯概念、电力物联网、2026一季报预增、百度概念、智能家居、人工智能、中国AI 50、科技风格、MCU芯片、2025年报预增、物联网、MSCI中国、机器人概念、福建自贸区、融资融券、AI眼镜、虚拟现实、智能座舱、沪股通、ASIC芯片、半导体概念、大盘股、智能音箱、机器视觉、人形机器人、比亚迪概念、海峡两岸、股权激励、汽车芯片、EDR概念,16.330,227.00,207.00,3.96,2.60,1674.38万,71.63,19.9696,943.17亿,943.05亿
80,000636,风华高科,63.43,-1.58,A股,4.72,49.37亿,37.42亿,电子-元件-被动元件,风华高科,电子-元件-被动元件,中盘股、5G概念、东数西算、昨日高振幅、高压快充、深成500、华为概念、通信技术、东方财富热股、电池技术、智能穿戴、创投、央国企改革、CPO概念、超级电容、科技风格、小金属概念、MLCC、机器人概念、融资融券、低空经济、AI眼镜、液冷概念、深股通、虚拟机器人、无人机、中盘成长、商业航天、被动元件概念、光伏概念、卫星导航、锂电池概念、比亚迪概念、传感器、汽车电子,-1.020,66.28,62.50,5.02,2.66,5805.11万,207.18,5.9337,733.89亿,733.89亿
81,688629,华丰科技,220.00,4.92,A股,-0.92,48.88亿,34.62亿,国防军工-军工电子Ⅱ-军工电子Ⅲ,华丰科技,国防军工-军工电子Ⅱ-军工电子Ⅲ,中盘股、5G概念、西部大开发、高压快充、新能源车、光通信模块、铜缆高速连接、先进制造风格、华为概念、趋势股、腾讯概念、核能核电、央国企改革、CPO概念、MSCI中国、阿里概念、机器人概念、军工、融资融券、低空经济、2025年报扭亏、液冷概念、卫星通信、无人机、中盘成长、上证380、中证500、商业航天、沪股通、数据中心、卫星导航、比亚迪概念、高铁,10.320,228.16,212.22,3.42,2.28,1575.92万,245.01,35.5718,1030.16亿,1014.18亿
