序号,代码,名称,最新价(元) 11:19,涨跌幅(%) 11:19,证券类型,涨跌幅(%) 2026.07.06,成交额(元) 2026.07.06,成交额(元) 11:19,申万行业分类,股票简称,东财行业总分类,概念,涨跌额(元) 11:19,最高价(元) 11:19,最低价(元) 11:19,换手率(%) 11:19,量比 11:19,成交量(股) 11:19,市盈率(动)(倍) 2026.07.10,市净率(倍) 2026.07.10,总市值(元) 2026.07.10,流通市值(元) 2026.07.10
42,600105,永鼎股份,51.22,1.11,A股,-8.22,80.65亿,47.10亿,通信-通信设备-通信线缆及配套,永鼎股份,通信-通信设备-通信线缆及配套,国产芯片、光纤光缆、光芯片、专精特新、中盘股、5G概念、海工装备、东数西算、昨日高振幅、光通信模块、新能源车、工业互联、3D打印、2026中报预增、磁悬浮概念、标准普尔、华为概念、通信技术、东方财富热股、核能核电、CPO概念、科技风格、富时罗素、超导材料、2025年报预增、MSCI中国、数据安全、军工、融资融券、低空经济、华为汽车、中盘成长、中证500、沪股通、商业航天、网络安全、数据中心、超导概念、可控核聚变、一带一路、光纤概念、比亚迪概念、3D打印设备、长江三角、风能、参股银行、大数据,0.560,53.33,50.75,6.18,1.57,9038.93万,118.03,22.7486,749.86亿,749.86亿
43,300285,国瓷材料,78.07,-3.38,A股,-2.90,80.44亿,56.21亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,国瓷材料,电子-电子化学品Ⅱ-电子化学品Ⅲ,国产芯片、中盘股、5G概念、新能源车、3D打印、深成500、节能环保、宁德时代概念、电池技术、消费电子概念、固态电池、CPO概念、科技风格、富时罗素、牙科医疗、MLCC、融资融券、深股通、中盘成长、中证500、商业航天、蓝宝石、被动元件概念、氢能源、新材料、卫星导航、比亚迪概念、锂电池概念、创业板综,-2.730,84.82,77.77,8.11,1.55,6919.01万,136.91,10.9562,779.09亿,667.06亿
44,300604,长川科技,379.61,1.50,A股,0.43,79.53亿,90.65亿,电子-半导体-半导体设备,长川科技,电子-半导体-半导体设备,国产芯片、专精特新、两岸合作、昨日高振幅、国家大基金持股、2026中报预增、存储芯片、深成500、东方财富热股、趋势股、大盘成长、2025三季报预增、百日新高 、科技风格、2025年报预增、MSCI中国、题材股、融资融券、深股通、近期新高、中证500、半导体概念、大盘股、历史新高 、海峡两岸、创业板综,5.610,395.00,373.50,4.82,1.70,2360.99万,171.12,47.9751,2413.01亿,1861.70亿
45,688347,华虹宏力,392.30,-2.05,A股,8.66,79.39亿,75.94亿,电子-半导体-集成电路制造,华虹宏力,电子-半导体-集成电路制造,题材股、国产芯片、融资融券、昨日高振幅、近期新高、国家大基金持股、上证380、中证500、沪股通、半导体概念、存储芯片、大盘股、趋势股、消费电子概念、大盘成长、历史新高 、央国企改革、百日新高 、科技风格、MSCI中国、沪企改革,-8.200,407.98,375.00,4.77,1.64,1946.31万,1224.02,15.1014,6833.09亿,1603.35亿
46,000977,浪潮信息,92.47,7.54,A股,5.06,78.65亿,166.12亿,计算机-计算机设备-其他计算机设备,浪潮信息,计算机-计算机设备-其他计算机设备,国资云概念、深证100R、数字经济、抖音概念、深成500、东方财富热股、趋势股、大盘成长、腾讯概念、CDU、边缘计算、中国AI 50、无人驾驶、国产操作系统、富时罗素、题材股、融资融券、液冷概念、腾讯系算力、AIGC概念、网络安全、数据中心、英伟达概念、大数据、数据中心液冷、东数西算、元宇宙概念、车联网、水利建设、2026中报预增、标准普尔、最近多板、HS300_、信创、算力租赁、央国企改革、百度概念、百日新高 、DeepSeek概念、人工智能、科技风格、MSCI中国、云计算、深股通、算力概念、近期新高、智慧城市、大盘股、国产软件、历史新高 ,6.480,94.38,90.36,12.31,3.41,1.81亿,56.09,6.1006,1357.02亿,1355.50亿
47,601138,工业富联,68.08,-2.09,A股,-1.75,78.15亿,93.57亿,电子-消费电子-消费电子零部件及组装,工业富联,电子-消费电子-消费电子零部件及组装,国产芯片、数据中心液冷、区块链、5G概念、两岸合作、东数西算、昨日高振幅、上证180_、新能源车、车联网、工业互联、2026中报预增、标准普尔、深圳特区、新型工业化、东方财富热股、创投、HS300_、UQD连接器、算力租赁、CPO概念、独角兽、人工智能、科技风格、富时罗素、富士康概念、2025年报预增、物联网、MSCI中国、阿里概念、机器人概念、云计算、权重股、融资融券、医疗器械概念、行业龙头、液冷概念、算力概念、虚拟现实、沪股通、智慧城市、大盘股、苹果概念、数据中心、英伟达概念、海峡两岸、大数据,-1.450,71.00,68.01,0.68,2.10,1.35亿,31.88,7.6666,1.35万亿,1.35万亿
48,002409,雅克科技,218.94,4.76,A股,-6.54,77.79亿,66.27亿,电子-半导体-半导体材料,雅克科技,电子-半导体-半导体材料,国产芯片、专精特新、中盘股、海工装备、昨日高振幅、国家大基金持股、存储芯片、标准普尔、深成500、最近多板、东方财富热股、趋势股、中芯概念、高带宽内存、光刻机/胶、磷化工、OLED、科技风格、富时罗素、电子特气、天然气、MSCI中国、题材股、融资融券、深股通、昨日首板、中盘成长、中证500、半导体概念、特高压、先进封装、氟化工概念、工业气体,9.940,229.00,216.01,9.33,1.76,2972.71万,97.81,13.1188,1043.42亿,698.33亿
49,002600,领益智造,15.66,0.38,A股,-9.93,77.33亿,20.65亿,电子-消费电子-消费电子零部件及组装,领益智造,电子-消费电子-消费电子零部件及组装,深证100R、AIPC、贬值受益、3D打印、深成500、智能穿戴、碳纤维、太空算力、富时罗素、无线充电、机器人概念、稀土永磁、融资融券、低空经济、液冷概念、无人机、商业航天、苹果概念、智能音箱、英伟达概念、光伏概念、AI手机代工、无线耳机、5G概念、昨日高振幅、磁材加工、新能源车、灵巧手、标准普尔、柔性屏、华为概念、小米概念、消费电子概念、HS300_、2025三季报预增、CPO概念、人工智能、混合现实、科技风格、富士康概念、MSCI中国、AI手机、激光雷达、AI眼镜、深股通、充电桩、虚拟现实、大盘股、新材料、人形机器人、比亚迪概念、增强现实、海峡两岸、光伏逆变器、减速器,0.060,16.15,15.45,1.82,0.88,1.31亿,81.17,5.2441,1271.59亿,1127.47亿
50,603019,中科曙光,111.22,6.95,A股,2.03,76.25亿,114.09亿,计算机-计算机设备-其他计算机设备,中科曙光,计算机-计算机设备-其他计算机设备,国产芯片、区块链、数字经济、上证180_、抖音概念、冷却液、新型工业化、AI智能体、东方财富热股、大盘成长、腾讯概念、边缘计算、独角兽、国产操作系统、中国AI 50、量子通信、中字头、富时罗素、题材股、融资融券、液冷概念、网络安全、数据中心、Web3.0、智能电网、智能医疗、大数据、数据中心液冷、东数西算、昨日高振幅、工业互联、标准普尔、创投、HS300_、信创、VPN、算力租赁、百度概念、央国企改革、DeepSeek概念、人工智能、科技风格、MSCI中国、量子科技、云计算、数据安全、数字孪生、雄安新区、算力概念、沪股通、智慧城市、大盘股、上证50_、一带一路、中特估、智谱AI,7.230,113.00,102.70,7.19,2.47,1.05亿,178.62,7.3994,1627.86亿,1627.79亿
51,688766,普冉股份,732.65,-3.86,A股,-6.85,75.18亿,41.67亿,电子-半导体-数字芯片设计,普冉股份,电子-半导体-数字芯片设计,国产芯片、中盘股、融资融券、昨日高振幅、中盘成长、沪股通、半导体概念、存储芯片、华为概念、小米概念、智能穿戴、消费电子概念、智能家居、科技风格、汽车芯片、MCU芯片、物联网、无线耳机、汽车电子,-29.420,784.48,720.00,3.74,1.25,556.33万,108.46,40.4304,1089.46亿,1089.46亿
52,002156,通富微电,75.27,4.30,A股,2.13,73.73亿,100.83亿,电子-半导体-集成电路封测,通富微电,电子-半导体-集成电路封测,国产芯片、AIPC、昨日高振幅、贬值受益、国家大基金持股、第三代半导体、存储芯片、标准普尔、深成500、华为概念、最近多板、通信技术、东方财富热股、智能穿戴、消费电子概念、创投、大盘成长、CPO概念、毫米波概念、科技风格、富时罗素、2025年报预增、物联网、MSCI中国、华为海思、移动支付、融资融券、深股通、昨日首板、智能座舱、半导体概念、先进封装、大盘股、碳化硅、玻璃基板、比亚迪概念、海峡两岸、汽车芯片、长江三角、传感器、汽车电子、特斯拉概念,3.100,77.67,73.79,8.79,2.35,1.33亿,86.82,7.3557,1142.75亿,1142.64亿
53,000988,华工科技,163.19,2.64,A股,-2.76,73.20亿,82.88亿,机械设备-自动化设备-激光设备,华工科技,机械设备-自动化设备-激光设备,国产芯片、全息技术、深证100R、乡村振兴、高压快充、3D打印、深成500、存储芯片、铜缆高速连接、宁德时代概念、新型工业化、AI智能体、东方财富热股、大盘成长、腾讯概念、农机、2026一季报预增、独角兽、量子通信、富时罗素、物联网、基因测序、阿里概念、机器人概念、数据要素、航空发动机、融资融券、华为汽车、F5G概念、商业航天、半导体概念、苹果概念、先进封装、PCB、华为系算力、玻璃基板、卫星导航、汽车热管理、湖北三资改革、湖北自贸、MiniLED、光芯片、专精特新、5G概念、工业母机、东数西算、昨日高振幅、光通信模块、新能源车、钙钛矿电池、第三代半导体、工业互联、标准普尔、柔性屏、先进制造风格、华为概念、通信技术、长安汽车概念、创投、HS300_、MicroLED、央国企改革、智能家居、百度概念、CPO概念、DeepSeek概念、MSCI中国、量子科技、大飞机、数字孪生、6G概念、移动支付、充电桩、深股通、智能座舱、智慧城市、大盘股、蓝宝石、IPO受益、氢能源、新材料、比亚迪概念、锂电池概念、6G元器件、高端装备、传感器、汽车电子、3D玻璃、特斯拉概念,4.190,168.98,162.50,4.97,2.10,4995.28万,64.28,14.3522,1641.68亿,1640.84亿
54,002281,光迅科技,245.47,2.93,A股,-3.82,72.54亿,102.03亿,通信-通信设备-通信网络设备及器件,光迅科技,通信-通信设备-通信网络设备及器件,国产芯片、光芯片、5G概念、东数西算、昨日高振幅、OCS交换机、光通信模块、抖音概念、标准普尔、深成500、华为概念、最近多板、通信技术、东方财富热股、大盘成长、腾讯概念、央国企改革、百度概念、CPO概念、量子通信、科技风格、富时罗素、MSCI中国、阿里概念、量子科技、激光雷达、6G概念、融资融券、液冷概念、深股通、昨日首板、字节系算力、量子测量、中证500、F5G概念、大盘股、先进封装、华为系算力、数据中心、一带一路、光纤概念、6G元器件、湖北三资改革、湖北自贸,6.980,258.66,243.86,5.19,2.12,4053.96万,211.63,14.6913,2031.09亿,1915.58亿
55,002008,大族激光,137.46,5.01,A股,1.03,72.44亿,127.21亿,机械设备-自动化设备-激光设备,大族激光,机械设备-自动化设备-激光设备,国产芯片、火箭发射、钙钛矿设备、3D打印、深圳特区、深成500、存储芯片、新型工业化、宁德时代概念、东方财富热股、大盘成长、OLED、央视50_、富时罗素、物联网、机器人概念、MicroLED设备、融资融券、商业航天、半导体概念、苹果概念、先进封装、PCB、光伏概念、玻璃基板、光纤概念、先进封装材料、机器人执行器、MiniLED、工业母机、昨日高振幅、证金持股、新能源车、钙钛矿电池、第三代半导体、2026中报预增、标准普尔、先进制造风格、华为概念、TOPCON电池、小米概念、电池技术、消费电子概念、固态电池、巨量转移、MicroLED、光刻机/胶、混合现实、富士康概念、MSCI中国、AI眼镜、深股通、中证500、蓝箭航天、银河通用、大盘股、机器视觉、锂电池概念、HJT电池、比亚迪概念、3D打印设备、高端装备、先进封装设备、电池设备、减速器、TOPCon电池、特斯拉概念,6.560,140.68,127.00,9.85,4.27,9427.12万,100.11,6.9291,1417.87亿,1317.51亿
56,001248,华润新能,14.99,1.42,A股,-16.58,71.32亿,20.20亿,公用事业-电力-风力发电,华润新能源,公用事业-电力-风力发电,东方财富热股、光伏概念、融资融券、新能源发电、央国企改革、绿色电力、次新股、风能、新能源,0.210,15.28,14.60,12.72,0.87,1.35亿,30.17,1.7152,1950.83亿,159.36亿
57,600378,昊华科技,62.51,-5.57,A股,-10.00,70.10亿,45.72亿,基础化工-化学制品-氟化工,昊华科技,基础化工-化学制品-氟化工,国产芯片、钠离子电池、六氟磷酸锂、中盘股、西部大开发、昨日高振幅、页岩气、燃料电池概念、新能源车、电池技术、成渝特区、固态电池、中芯概念、2026一季报预增、央国企改革、磷化工、PVDF概念、富时罗素、电子特气、航母概念、军工、大飞机、融资融券、液冷概念、俄乌冲突概念、上证380、中证500、养老金、沪股通、商业航天、氦气概念、碳交易、PCB、氟化工概念、氢能源、工业气体、煤化工概念、锂电池概念、氢氟酸、股权激励、碳中和,-3.690,70.50,62.00,6.42,1.82,6881.58万,65.61,4.4718,808.31亿,672.07亿
58,002185,华天科技,26.10,9.99,A股,2.20,69.86亿,15.11亿,电子-半导体-集成电路封测,华天科技,电子-半导体-集成电路封测,国产芯片、中盘股、5G概念、西部大开发、昨日高振幅、国家大基金持股、第三代半导体、氮化镓、存储芯片、标准普尔、深成500、华为概念、最近多板、通信技术、东方财富热股、高带宽内存、CPO概念、毫米波概念、人工智能、无人驾驶、富时罗素、物联网、MSCI中国、机器人概念、题材股、华为海思、融资融券、深股通、智能座舱、中证500、半导体概念、先进封装、比亚迪概念、先进封装材料、汽车芯片、传感器、汽车电子,2.370,26.10,26.10,1.74,0.27,5789.07万,249.87,4.8610,867.41亿,867.21亿
59,688498,源杰科技,1739.13,-0.39,A股,-1.16,69.50亿,49.60亿,电子-半导体-分立器件,源杰科技,电子-半导体-分立器件,国产芯片、光芯片、融资融券、5G概念、西部大开发、2025年报扭亏、光通信模块、上证380、中证500、沪股通、半导体概念、大盘股、华为概念、通信技术、数据中心、大盘成长、光纤概念、CPO概念、科技风格、汽车芯片、MSCI中国,-6.880,1829.00,1723.00,2.27,1.36,278.58万,301.66,87.8472,2165.22亿,2137.25亿
60,002636,金安国纪,101.88,2.33,A股,-9.50,68.76亿,30.67亿,电子-元件-印制电路板,金安国纪,电子-元件-印制电路板,医疗器械概念、融资融券、昨日高振幅、深股通、电子布、标准普尔、PCB、小盘股、消毒剂、科技风格、富时罗素、2025年报预增、小盘成长,2.320,109.51,100.57,4.06,1.27,2943.58万,91.97,19.9452,742.56亿,738.80亿
61,300136,信维通信,96.27,-3.45,A股,-8.70,68.15亿,41.20亿,电子-消费电子-消费电子零部件及组装,信维通信,电子-消费电子-消费电子零部件及组装,国产芯片、中盘股、贬值受益、深圳特区、深成500、东方财富热股、智能穿戴、央视50_、富时罗素、无线充电、MLCC、物联网、机器人概念、低空经济、融资融券、无人机、商业航天、苹果概念、智能音箱、被动元件概念、卫星导航、无线耳机、5G概念、昨日高振幅、电子烟、车联网、柔性屏、华为概念、通信技术、消费电子概念、越疆机器人、毫米波概念、混合现实、科技风格、富士康概念、MSCI中国、卫星互联网、6G概念、AI眼镜、深股通、卫星通信、虚拟现实、中证500、UWB概念、一带一路、海峡两岸、创业板综、WiFi6、WiFi、汽车电子、特斯拉概念,-3.440,100.02,95.33,5.13,1.55,4231.36万,222.06,11.6825,931.67亿,794.59亿
62,300274,阳光电源,119.26,-3.83,A股,1.60,67.81亿,55.67亿,电力设备-光伏设备-逆变器,阳光电源,电力设备-光伏设备-逆变器,周期股、深证100R、数字经济、新能源车、深成500、宁德时代概念、先进制造风格、HS300_、大盘成长、储能概念、富时罗素、MSCI中国、阿里概念、宁组合、权重股、融资融券、行业龙头、充电桩、深股通、虚拟电厂、储能变流器、大盘股、数据中心、光伏概念、氢能源、系统集成、茅指数、创业板综、光伏逆变器、风能,-4.750,123.80,118.52,2.92,1.92,4628.99万,26.98,5.2344,2472.72亿,1893.44亿
63,002916,深南电路,447.15,1.04,A股,-3.14,67.03亿,38.52亿,电子-元件-印制电路板,深南电路,电子-元件-印制电路板,国产芯片、5G概念、周期股、深证100R、昨日高振幅、国家大基金持股、新能源车、存储芯片、标准普尔、深圳特区、深成500、华为概念、最近多板、通信技术、东方财富热股、HS300_、大盘成长、央国企改革、科技风格、富时罗素、富士康概念、2025年报预增、MSCI中国、融资融券、深股通、昨日首板、养老金、大盘股、苹果概念、先进封装、PCB、数据中心、中特估、服务器PCB、汽车电子、通信PCB,4.590,459.80,442.00,1.28,1.22,853.49万,89.60,18.5177,3047.20亿,2974.03亿
64,688629,华丰科技,216.27,3.14,A股,11.81,66.79亿,41.22亿,国防军工-军工电子Ⅱ-军工电子Ⅲ,华丰科技,国防军工-军工电子Ⅱ-军工电子Ⅲ,中盘股、5G概念、西部大开发、高压快充、新能源车、光通信模块、铜缆高速连接、先进制造风格、华为概念、趋势股、腾讯概念、核能核电、央国企改革、CPO概念、MSCI中国、阿里概念、机器人概念、军工、融资融券、低空经济、2025年报扭亏、液冷概念、卫星通信、无人机、中盘成长、上证380、中证500、商业航天、沪股通、数据中心、卫星导航、比亚迪概念、高铁,6.590,228.16,212.22,4.08,1.53,1879.79万,240.88,34.9720,1012.79亿,997.08亿
65,600641,先导基电,44.33,2.52,A股,-8.57,65.66亿,29.24亿,电子-半导体-半导体材料,先导基电,电子-半导体-半导体材料,国产芯片、稀缺资源、融资融券、昨日高振幅、上证380、第三代半导体、沪股通、半导体概念、存储芯片、标准普尔、TOPCON电池、光伏概念、创投、小盘股、趋势股、固态电池、OLED、小金属概念、富时罗素、长江三角、参股银行,1.090,46.48,41.39,7.09,1.21,6599.21万,-621.83,5.0717,420.41亿,413.20亿
66,600549,厦门钨业,64.68,-0.05,A股,-5.61,65.46亿,28.39亿,有色金属-小金属-钨,厦门钨业,有色金属-小金属-钨,昨日高振幅、上证180_、金属钴、标准普尔、宁德时代概念、电池技术、HS300_、固态电池、央国企改革、独角兽、小金属概念、富时罗素、MLCC、MSCI中国、机器人概念、动力电池回收、军工、稀土永磁、福建自贸区、稀缺资源、融资融券、偏滤器、无人机、沪股通、商业航天、大盘股、稀土开采、氢能源、光伏概念、新材料、可控核聚变、金属钨、锂电池概念、海峡两岸,-0.030,67.66,63.61,2.78,1.32,4325.01万,23.22,5.8200,1028.12亿,1006.33亿
67,600030,中信证券,28.65,-0.10,A股,0.97,65.34亿,26.00亿,非银金融-证券Ⅱ-证券Ⅲ,中信证券,非银金融-证券Ⅱ-证券Ⅲ,权重股、周期股、融资融券、行业龙头、参股期货、上证180_、证金持股、沪股通、券商概念、标准普尔、深圳特区、大盘股、华为概念、趋势股、HS300_、上证50_、互联网金融、科创板做市商、富时罗素、金融地产风格、MSCI中国、参股银行,-0.030,28.66,28.25,0.75,1.03,9143.90万,10.39,1.4876,4246.09亿,3488.58亿
68,301217,铜冠铜箔,137.82,-1.33,A股,-6.76,63.68亿,34.19亿,电力设备-电池-锂电池,铜冠铜箔,电力设备-电池-锂电池,中盘股、融资融券、5G概念、2025年报扭亏、深股通、深成500、PET铜箔、锂电铜箔、宁德时代概念、PCB、先进制造风格、电池技术、固态电池、储能概念、锂电池概念、比亚迪概念、央国企改革、创业板综、固态铜箔、PCB铜箔、安徽三资改革,-1.860,146.15,137.08,2.91,1.40,2412.95万,268.77,20.7831,1143.30亿,1143.30亿
69,688521,芯原股份,312.61,-4.85,A股,-1.19,63.51亿,58.96亿,电子-半导体-数字芯片设计,芯原股份,电子-半导体-数字芯片设计,国产芯片、东数西算、上证180_、国家大基金持股、GPU、AI芯片、HS300_、大盘成长、腾讯概念、人工智能、无人驾驶、科技风格、MCU芯片、物联网、MSCI中国、阿里概念、AI手机、上海自贸、融资融券、AI眼镜、数字货币、虚拟现实、沪股通、ASIC芯片、半导体概念、先进封装、大盘股、智能音箱、汽车芯片,-15.950,326.89,309.39,3.53,1.75,1853.94万,-120.74,52.3074,1646.11亿,1646.11亿
70,688048,长光华芯,495.00,4.78,A股,3.63,61.48亿,49.36亿,电子-半导体-分立器件,长光华芯,电子-半导体-分立器件,国产芯片、光芯片、激光雷达、专精特新、中盘股、融资融券、2025年报扭亏、昨日高振幅、医美概念、光通信模块、中盘成长、第三代半导体、商业航天、沪股通、半导体概念、华为概念、数据中心、通信技术、可控核聚变、光纤概念、CPO概念、无人驾驶、汽车芯片、MSCI中国,22.560,506.70,472.00,5.71,1.71,1006.48万,4870.13,28.9564,872.66亿,872.66亿
71,601869,长飞光纤,436.27,-1.13,A股,-6.98,61.36亿,60.78亿,通信-通信设备-通信线缆及配套,长飞光纤,通信-通信设备-通信线缆及配套,国产芯片、光纤光缆、专精特新、5G概念、海工装备、东数西算、昨日高振幅、光通信模块、抖音概念、新能源车、工业互联、第三代半导体、标准普尔、铜缆高速连接、通信技术、东方财富热股、创投、空芯光纤、CPO概念、量子通信、科技风格、富时罗素、MSCI中国、量子科技、机器人概念、融资融券、超清视频、上证380、中证500、沪股通、特高压、大盘股、碳化硅、数据中心、人形机器人、光纤概念、一带一路、智能电网、太赫兹、风能,-4.990,466.98,434.36,3.32,2.26,1349.89万,182.52,25.3992,3614.80亿,1774.15亿
72,002428,云南锗业,103.93,0.92,A股,0.23,60.85亿,51.65亿,有色金属-小金属-其他小金属,云南锗业,有色金属-小金属-其他小金属,国产芯片、中盘股、西部大开发、昨日高振幅、光通信模块、第三代半导体、深成500、华为概念、通信技术、小金属概念、富时罗素、题材股、军工、稀缺资源、融资融券、深股通、中盘成长、2025年报预减、商业航天、金属回收、半导体概念、光伏概念、氟化工概念、卫星导航、光纤概念,0.950,106.60,100.80,7.60,1.63,4964.73万,1864.60,46.4389,679.24亿,679.16亿
73,001399,惠科股份,39.00,1.14,A股,-9.54,60.10亿,32.34亿,电子-光学光电子-面板,惠科股份,电子-光学光电子-面板,国产芯片、电子纸概念、融资融券、AIPC、工业互联、注册制次新股、次新股、小米概念、消费电子概念、智能穿戴、MicroLED、OLED、MiniLED,0.440,40.96,37.78,19.05,1.75,8202.45万,71.62,8.5094,2851.99亿,168.27亿
74,300503,昊志机电,91.97,1.56,A股,-1.08,58.54亿,21.19亿,机械设备-通用设备-其他通用设备,昊志机电,机械设备-通用设备-其他通用设备,国产芯片、专精特新、工业母机、两岸合作、燃料电池概念、新能源车、新型工业化、电池技术、人工智能、富士康概念、2025年报预增、MLCC、机器人概念、融资融券、深股通、蓝箭航天、商业航天、半导体概念、PCB、小盘股、氢能源、光伏概念、人形机器人、比亚迪概念、海峡两岸、创业板综、高端装备、减速器、机器人执行器、传感器、3D玻璃,1.410,94.30,89.36,9.51,1.18,2290.52万,77.93,19.6457,283.48亿,221.62亿
75,002436,兴森科技,43.35,-2.47,A股,-2.33,57.73亿,38.30亿,电子-元件-印制电路板,兴森科技,电子-元件-印制电路板,国产芯片、中盘股、5G概念、昨日高振幅、光通信模块、标准普尔、深圳特区、深成500、存储芯片、华为概念、军民融合、最近多板、通信技术、东方财富热股、互联网金融、高带宽内存、毫米波概念、CPO概念、科技风格、富时罗素、机器人概念、卫星互联网、军工、6G概念、低空经济、融资融券、2025年报扭亏、深股通、昨日首板、中证500、商业航天、半导体概念、先进封装、PCB、玻璃基板、6G元器件、先进封装材料、通信PCB,-1.100,45.97,43.21,5.63,1.67,8544.98万,983.37,13.9475,737.32亿,658.48亿
76,600206,有研新材,63.45,6.85,A股,-6.28,57.64亿,63.96亿,电子-半导体-半导体材料,有研新材,电子-半导体-半导体材料,国产芯片、5G概念、昨日高振幅、磁材加工、长江存储、国家大基金持股、3D打印、存储芯片、标准普尔、华为概念、最近多板、通信技术、东方财富热股、尾气治理、昨日高换手、趋势股、2025三季报预增、中芯概念、京津冀一体化、央国企改革、OLED、小金属概念、富时罗素、牙科医疗、2025年报预增、题材股、军工、稀土永磁、雄安新区、医疗器械概念、融资融券、沪股通、半导体概念、先进封装、新能源、小盘股、新材料、光纤概念、先进封装材料、传感器,4.070,64.13,60.80,12.05,1.87,1.02亿,152.06,12.5923,536.88亿,536.88亿
77,300346,南大光电,78.96,-1.52,A股,-3.04,57.60亿,50.03亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,南大光电,电子-电子化学品Ⅱ-电子化学品Ⅲ,国产芯片、LED概念、专精特新、中盘股、国家大基金持股、氮化镓、深成500、存储芯片、华为概念、东方财富热股、中芯概念、光刻机/胶、磷化工、OLED、富时罗素、电子特气、MSCI中国、题材股、融资融券、深股通、中盘成长、中证500、半导体概念、氟化工概念、第四代半导体、光伏概念、新材料、工业气体、创业板综、股权激励、长江三角,-1.220,84.20,78.54,9.37,1.78,6143.38万,109.90,16.0282,546.01亿,518.23亿
78,301511,德福科技,121.02,0.02,A股,-13.59,57.47亿,21.96亿,电力设备-电池-锂电池,德福科技,电力设备-电池-锂电池,专精特新、中盘股、5G概念、新能源车、深成500、存储芯片、柔性屏、宁德时代概念、先进制造风格、华为概念、电池技术、消费电子概念、固态电池、CPO概念、军工、融资融券、2025年报扭亏、深股通、无人机、中盘成长、养老金、PET铜箔、锂电铜箔、PCB、锂电池概念、比亚迪概念、华为数字能源、创业板综、固态铜箔、PCB铜箔、MiniLED,0.030,124.60,119.85,4.80,1.10,1798.34万,129.62,18.6422,763.32亿,453.68亿
79,002709,天赐材料,41.80,0.82,A股,-9.33,57.45亿,38.41亿,电力设备-电池-电池化学品,天赐材料,电力设备-电池-电池化学品,钠离子电池、六氟磷酸锂、周期股、深证100R、昨日高振幅、新能源车、2026中报预增、标准普尔、深成500、宁德时代概念、先进制造风格、东方财富热股、电池技术、HS300_、固态电池、富时罗素、2025年报预增、PEEK材料概念、MSCI中国、动力电池回收、融资融券、深股通、大盘股、氟化工概念、氢能源、硫化物、新材料、锂电池概念、比亚迪概念、有机硅概念、大盘价值、氢氟酸、特斯拉概念,0.340,44.34,41.61,5.95,1.89,8975.63万,12.88,4.6129,852.12亿,630.77亿
80,600150,中国船舶,37.74,4.66,A股,1.32,57.36亿,38.71亿,国防军工-航海装备Ⅱ-航海装备Ⅲ,中国船舶,国防军工-航海装备Ⅱ-航海装备Ⅲ,海工装备、上证180_、航运概念、先进制造风格、军民融合、HS300_、大盘成长、2025三季报预增、央国企改革、DeepSeek概念、中字头、2025年报预增、航母概念、MSCI中国、破增发价股、军工、船舶制造、融资融券、行业龙头、沪股通、商业航天、大盘股、IPO受益、上证50_、一带一路、中特估、海洋经济、高端装备、中船系、风能,1.680,37.96,35.73,1.39,1.65,1.04亿,14.69,1.8992,2840.17亿,2840.17亿
81,300433,蓝思科技,45.61,-2.40,A股,-1.27,56.95亿,35.54亿,电子-消费电子-消费电子零部件及组装,蓝思科技,电子-消费电子-消费电子零部件及组装,深证100R、AIPC、贬值受益、3D打印、深成500、宁德时代概念、新型工业化、智能穿戴、太空算力、蚂蚁概念、OLED、富时罗素、机器人概念、融资融券、人脑工程、光伏玻璃、液冷概念、太空光伏、商业航天、苹果概念、先进封装、光伏概念、玻璃基板、光纤概念、无线耳机、电子烟、元宇宙概念、新能源车、灵巧手、工业互联、柔性屏、华为概念、小米概念、TOPCON电池、消费电子概念、HS300_、AI手机结构件、越疆机器人、智能家居、荣耀概念、混合现实、科技风格、MSCI中国、AI手机、AI眼镜、充电桩、深股通、虚拟现实、智能座舱、大盘股、蓝宝石、新材料、人形机器人、小米汽车、比亚迪概念、创业板综、减速器、智能物流、传感器、汽车电子、3D玻璃、特斯拉概念,-1.120,47.12,45.20,1.55,1.15,7723.52万,-402.17,4.5942,2406.58亿,2265.69亿
82,300666,江丰电子,359.00,-1.50,A股,-1.60,56.84亿,54.10亿,电子-半导体-半导体材料,江丰电子,电子-半导体-半导体材料,国产芯片、中盘股、共同富裕示范区、第三代半导体、存储芯片、深成500、华为概念、东方财富热股、趋势股、中芯概念、光刻机/胶、碳纤维、OLED、科技风格、富时罗素、融资融券、深股通、中盘成长、中证500、半导体概念、光伏概念、新材料、海峡两岸、创业板综、中韩自贸区,-5.480,385.00,356.00,6.59,1.67,1458.20万,118.31,14.2080,992.64亿,795.33亿
83,603993,洛阳钼业,17.98,4.60,A股,-1.13,56.40亿,31.23亿,有色金属-工业金属-铜,洛阳钼业,有色金属-工业金属-铜,镍矿、周期股、昨日高振幅、上证180_、贬值受益、金属钴、标准普尔、宁德时代概念、黄金开采、HS300_、盐湖提锂、磷化工、小金属概念、钴矿、富时罗素、2025年报预增、MSCI中国、黄金概念、金属铜、权重股、稀缺资源、融资融券、沪股通、大盘股、金属镍、铜矿、上证50_、金属钨,0.790,18.10,17.26,1.02,1.48,1.77亿,12.40,4.6513,3848.84亿,3141.21亿
